customer_id,first_name,last_name,email,phone,date_of_birth,gender,city,state,zip_code,registration_date,customer_segment,preferred_channel,is_active,age
CUST000065,William,Jones,customer65@email.com,+1-958-450-1130,1956-07-16,M,Seattle,CA,64097,2021-11-15,Standard,In-Store,True,69
CUST000066,Michael,Garcia,customer66@email.com,+1-358-307-5762,1977-01-25,F,Los Angeles,WA,54891,2022-03-30,Standard,Online,False,48
CUST000067,Sarah,Johnson,customer67@email.com,+1-584-362-7541,1995-02-24,M,San Jose,PA,84727,2024-04-02,Premium,Mobile App,True,30
CUST000068,Barbara,Miller,customer68@email.com,+1-274-428-7360,1979-02-05,F,Phoenix,FL,19381,2023-02-14,Standard,Online,True,46
CUST000069,Jennifer,Brown,customer69@email.com,+1-673-885-2531,2013-04-23,M,Philadelphia,NY,54672,2023-01-03,Standard,In-Store,True,12
CUST000070,Sarah,Taylor,customer70@email.com,+1-557-677-8675,1991-03-08,Other,Dallas,FL,37565,2024-04-02,Standard,Mobile App,True,34
CUST000071,Daniel,Miller,customer71@email.com,+1-857-747-8616,2010-04-06,F,Houston,IL,78654,2020-11-24,Standard,Online,False,15
CUST000072,Christopher,Brown,customer72@email.com,+1-311-287-3953,1966-03-31,M,Los Angeles,WA,28279,2022-02-17,Standard,In-Store,False,59
CUST000073,William,Johnson,customer73@email.com,+1-949-310-7503,1984-05-22,M,Phoenix,PA,15405,2022-09-07,Premium,Online,True,41
CUST000074,Barbara,Wilson,customer74@email.com,+1-986-643-4268,1954-06-21,F,Chicago,TX,22353,2020-12-26,Premium,In-Store,True,71
CUST000075,Jennifer,Taylor,customer75@email.com,+1-611-536-2056,1964-07-14,F,Los Angeles,WA,22892,2022-12-09,Premium,In-Store,True,61
CUST000076,James,Moore,customer76@email.com,+1-524-550-8967,2000-06-23,F,Jacksonville,CO,46017,2020-03-11,Premium,Mobile App,True,25
CUST000077,Jane,Rodriguez,customer77@email.com,+1-417-919-8802,1965-07-01,F,New York,MA,97464,2020-01-25,Premium,Mobile App,False,60
CUST000078,Jennifer,Johnson,customer78@email.com,+1-317-485-8447,1979-10-25,M,San Jose,CA,13975,2022-09-08,Standard,In-Store,True,46
CUST000079,Jane,Lopez,customer79@email.com,+1-239-758-3551,1973-04-15,M,Los Angeles,PA,60834,2020-11-15,Standard,In-Store,True,52
CUST000080,James,Davis,customer80@email.com,+1-681-349-4497,2017-06-11,M,Philadelphia,AZ,56281,2024-01-03,Basic,In-Store,True,8
CUST000081,Christopher,Williams,customer81@email.com,+1-527-781-1513,1985-05-21,F,San Diego,AZ,31452,2022-09-26,Standard,Online,True,40
CUST000082,William,Smith,customer82@email.com,+1-815-992-7230,2011-06-24,F,Seattle,MA,66094,2020-11-16,Premium,In-Store,False,14
CUST000083,Michael,Miller,customer83@email.com,+1-263-570-8046,1997-05-18,M,Chicago,IL,61500,2024-08-14,Standard,Mobile App,True,28
CUST000084,Robert,Taylor,customer84@email.com,+1-684-418-1886,1986-02-20,M,Austin,WA,48382,2020-01-04,Basic,Online,True,39
CUST000085,James,Williams,customer85@email.com,+1-416-223-7929,1963-03-27,M,Boston,WA,34115,2024-01-22,Standard,Online,True,62
CUST000086,Robert,Thomas,customer86@email.com,+1-476-458-3885,1990-06-14,M,Dallas,AZ,66502,2023-07-31,Standard,Online,True,35
CUST000087,Linda,Johnson,customer87@email.com,+1-285-345-2134,1966-09-06,F,Boston,WA,68342,2023-02-08,Standard,Online,False,59
CUST000088,Christopher,Lopez,customer88@email.com,+1-480-614-2338,1999-10-17,F,Jacksonville,MA,38878,2020-08-17,Basic,Online,False,26
CUST000089,Daniel,Jackson,customer89@email.com,+1-505-929-8396,1996-04-23,F,Dallas,WA,58339,2023-10-10,Basic,In-Store,False,29
CUST000090,David,Anderson,customer90@email.com,+1-629-737-4507,1976-12-08,M,Los Angeles,IL,18337,2023-10-01,Standard,In-Store,True,48
CUST000091,William,Lopez,customer91@email.com,+1-885-465-4015,1954-02-06,M,San Diego,CA,28939,2024-11-06,Basic,In-Store,True,71
CUST000092,David,Johnson,customer92@email.com,+1-255-294-8021,1990-04-03,F,San Jose,CO,73943,2021-08-17,Basic,Online,True,35
CUST000093,Jennifer,Rodriguez,customer93@email.com,+1-550-971-5864,1987-05-18,F,Austin,CA,33996,2022-07-05,Standard,In-Store,True,38
CUST000094,Barbara,Moore,customer94@email.com,+1-368-403-6722,1988-06-14,F,Jacksonville,CO,46654,2020-11-12,Standard,Mobile App,True,37
CUST000095,Barbara,Johnson,customer95@email.com,+1-629-693-8790,1972-06-28,F,Phoenix,TX,51408,2023-07-18,Standard,Mobile App,True,53
CUST000096,William,Williams,customer96@email.com,+1-748-905-3632,1962-03-18,F,Houston,CA,55275,2021-01-30,Basic,In-Store,True,63
CUST000097,Patricia,Martinez,customer97@email.com,+1-913-647-6811,1950-12-04,F,San Jose,MA,38915,2022-07-27,Premium,Online,True,74
CUST000098,Christopher,Williams,customer98@email.com,+1-909-784-7375,1989-12-14,M,Phoenix,NY,42624,2021-03-07,Basic,Mobile App,True,35
CUST000099,Mary,Miller,customer99@email.com,+1-210-774-4253,2008-07-22,M,Houston,TX,74095,2021-12-21,Standard,In-Store,True,17
CUST000100,Jennifer,Moore,customer100@email.com,+1-279-940-3369,1983-11-05,M,San Diego,CO,57897,2022-05-10,Standard,Online,False,42
CUST000101,David,Brown,customer101@email.com,+1-531-880-6185,2011-04-17,M,Houston,CO,98164,2021-08-02,Basic,Online,True,14
CUST000102,Matthew,Brown,customer102@email.com,+1-214-354-8514,1968-07-23,F,Seattle,TX,61413,2020-02-06,Standard,Online,True,57
CUST000103,Linda,Davis,customer103@email.com,+1-351-711-6184,1962-11-26,M,San Jose,CO,51158,2022-08-12,Standard,Online,False,63
CUST000104,Michael,Jackson,customer104@email.com,+1-316-890-7658,1992-11-26,F,Jacksonville,PA,60581,2022-11-22,Premium,Online,True,32
CUST000105,Jane,Wilson,customer105@email.com,+1-469-733-1060,1956-01-25,F,Seattle,NY,90425,2021-04-02,Standard,Mobile App,True,69
CUST000106,Emily,Miller,customer106@email.com,+1-661-328-8361,2013-05-17,M,Denver,MA,71507,2024-01-29,Standard,In-Store,True,12
CUST000107,David,Miller,customer107@email.com,+1-854-792-2596,1968-07-12,M,Philadelphia,PA,63835,2024-01-23,Standard,In-Store,True,57
CUST000108,Sarah,Moore,customer108@email.com,+1-237-423-4074,1980-05-07,F,Los Angeles,CO,44102,2023-12-29,Standard,Mobile App,True,45
CUST000109,Patricia,Davis,customer109@email.com,+1-630-913-9947,1968-09-06,M,Phoenix,CA,79328,2024-05-18,Basic,In-Store,False,57
CUST000110,Michael,Garcia,customer110@email.com,+1-992-370-7185,2015-03-11,M,Philadelphia,PA,67840,2020-02-28,Basic,Mobile App,True,10
CUST000111,Christopher,Jackson,customer111@email.com,+1-421-556-4436,1999-03-17,M,Phoenix,CA,77018,2022-12-28,Premium,Mobile App,True,26
CUST000112,Christopher,Jackson,customer112@email.com,+1-395-895-1235,1985-12-19,M,Jacksonville,TX,48470,2021-03-30,Basic,Online,True,39
CUST000113,Daniel,Anderson,customer113@email.com,+1-579-572-1265,1992-09-10,F,Los Angeles,WA,87159,2020-04-11,Premium,Mobile App,True,33
CUST000114,Matthew,Brown,customer114@email.com,+1-509-514-9226,1987-06-18,F,Denver,FL,65818,2024-04-23,Premium,In-Store,True,38
CUST000115,William,Lopez,customer115@email.com,+1-327-916-9177,2012-01-19,F,San Antonio,CO,30937,2022-03-30,Premium,Online,True,13
CUST000116,Barbara,Thomas,customer116@email.com,+1-864-666-7783,1962-05-31,F,Houston,FL,31585,2023-05-21,Basic,In-Store,True,63
CUST000117,John,Anderson,customer117@email.com,+1-620-560-6770,1982-02-17,F,San Diego,NY,46527,2022-06-27,Basic,In-Store,True,43
CUST000118,Emily,Brown,customer118@email.com,+1-755-636-9571,2004-03-01,M,San Antonio,CA,85727,2022-12-01,Standard,Mobile App,True,21
CUST000119,Barbara,Garcia,customer119@email.com,+1-983-543-2857,1961-04-01,F,San Antonio,PA,47745,2024-04-05,Standard,Online,True,64
CUST000120,William,Garcia,customer120@email.com,+1-380-669-8018,1969-07-19,F,Dallas,FL,58183,2023-05-10,Standard,In-Store,True,56
CUST000121,James,Jackson,customer121@email.com,+1-582-381-3664,1997-06-17,F,New York,IL,25769,2023-04-11,Standard,Online,True,28
CUST000122,Emily,Wilson,customer122@email.com,+1-755-646-7251,1988-09-08,F,San Jose,CO,12841,2023-07-11,Standard,Online,True,37
CUST000123,Lisa,Moore,customer123@email.com,+1-491-875-8167,2014-10-11,M,Philadelphia,FL,50216,2023-03-12,Standard,Online,True,11
CUST000124,Patricia,Hernandez,customer124@email.com,+1-849-490-2625,1995-03-19,M,Philadelphia,PA,63319,2022-01-30,Basic,In-Store,False,30
CUST000125,Sarah,Garcia,customer125@email.com,+1-289-306-2468,1992-08-18,M,Philadelphia,PA,91982,2020-07-30,Standard,Mobile App,False,33
CUST000126,Daniel,Jackson,customer126@email.com,+1-865-216-7738,2004-06-28,M,Seattle,NY,28099,2023-08-06,Basic,Online,True,21
CUST000127,John,Thomas,customer127@email.com,+1-306-708-9924,1954-09-04,F,Jacksonville,AZ,51274,2021-06-06,Standard,In-Store,True,71
CUST000128,William,Lopez,customer128@email.com,+1-302-848-8276,1986-06-19,F,Philadelphia,MA,10761,2021-12-10,Standard,Online,True,39
CUST000129,Matthew,Hernandez,customer129@email.com,+1-715-795-1534,2010-04-10,M,Jacksonville,IL,64168,2021-08-04,Basic,Online,True,15
CUST000130,Sarah,Jackson,customer130@email.com,+1-883-496-7891,2012-04-08,F,San Jose,FL,85837,2023-05-29,Basic,In-Store,True,13
CUST000131,Matthew,Hernandez,customer131@email.com,+1-416-428-8448,1952-09-16,M,San Antonio,MA,26988,2023-01-28,Standard,Online,True,73
CUST000132,Emily,Lopez,customer132@email.com,+1-764-590-2875,1973-08-14,M,Denver,IL,84381,2021-02-22,Standard,In-Store,True,52
CUST000133,Lisa,Anderson,customer133@email.com,+1-400-680-3038,1996-05-20,M,San Jose,AZ,64893,2022-04-23,Basic,Online,True,29
CUST000134,Matthew,Anderson,customer134@email.com,+1-559-675-7765,1996-12-13,M,Philadelphia,FL,52859,2022-08-03,Standard,Online,True,28
CUST000135,Robert,Hernandez,customer135@email.com,+1-860-920-7484,1985-04-17,F,New York,IL,60210,2020-06-11,Premium,In-Store,True,40
CUST000136,David,Davis,customer136@email.com,+1-207-583-4668,2003-01-19,M,Chicago,MA,79970,2021-06-16,Standard,In-Store,True,22
CUST000137,Mary,Jackson,customer137@email.com,+1-719-490-5384,2010-12-15,F,Los Angeles,CA,53752,2022-03-04,Basic,Online,True,14
CUST000138,Sarah,Miller,customer138@email.com,+1-874-470-6036,1970-12-21,F,Philadelphia,PA,24399,2022-09-11,Basic,In-Store,True,54
CUST000139,Barbara,Wilson,customer139@email.com,+1-624-889-4957,1965-10-28,M,San Diego,WA,28742,2021-06-23,Basic,Mobile App,False,60
CUST000140,Matthew,Jackson,customer140@email.com,+1-204-624-1535,1955-03-01,Other,Chicago,TX,98102,2023-03-01,Standard,In-Store,True,70
CUST000141,John,Rodriguez,customer141@email.com,+1-215-226-3512,2012-04-03,Other,San Jose,CO,17108,2020-03-13,Premium,Online,False,13
CUST000142,James,Lopez,customer142@email.com,+1-583-731-6201,1980-01-08,M,San Diego,WA,65273,2022-06-09,Standard,In-Store,True,45
CUST000143,Linda,Thomas,customer143@email.com,+1-543-374-8045,1983-03-30,F,San Diego,FL,26564,2022-02-15,Basic,In-Store,True,42
CUST000144,John,Thomas,customer144@email.com,+1-447-769-7412,1971-02-10,M,Phoenix,FL,68629,2022-12-14,Premium,Online,True,54
CUST000145,Emily,Wilson,customer145@email.com,+1-397-831-7444,1973-04-20,M,San Diego,IL,64773,2022-11-20,Standard,Mobile App,True,52
CUST000146,Mary,Smith,customer146@email.com,+1-252-791-8030,1950-07-17,M,Philadelphia,PA,74512,2024-01-21,Premium,Mobile App,True,75
CUST000147,Lisa,Johnson,customer147@email.com,+1-331-851-7396,1981-02-12,F,Phoenix,AZ,33504,2022-05-05,Standard,Mobile App,True,44
CUST000148,Jennifer,Martinez,customer148@email.com,+1-945-377-7604,1952-04-12,F,Dallas,NY,88286,2022-07-09,Basic,Mobile App,True,73
CUST000149,Jane,Smith,customer149@email.com,+1-525-729-3595,2011-08-30,M,Denver,IL,40332,2022-02-02,Standard,In-Store,True,14
CUST000150,Jennifer,Moore,customer150@email.com,+1-647-436-2631,1997-01-31,M,San Antonio,NY,51887,2020-05-20,Basic,In-Store,True,28
CUST000151,Michael,Jones,customer151@email.com,+1-927-329-9261,2004-03-09,F,San Diego,TX,12855,2024-11-13,Premium,In-Store,False,21
CUST000152,Michael,Martinez,customer152@email.com,+1-321-846-7422,1962-12-28,M,New York,MA,90463,2023-02-23,Basic,Mobile App,True,62
CUST000153,Linda,Smith,customer153@email.com,+1-980-842-5263,1992-07-19,M,Austin,IL,67783,2021-11-22,Basic,In-Store,True,33
CUST000154,Michael,Martinez,customer154@email.com,+1-766-362-6282,1967-12-12,F,Los Angeles,TX,86586,2024-04-11,Standard,Online,True,57
CUST000155,Barbara,Davis,customer155@email.com,+1-408-295-2528,2001-10-30,Other,San Diego,CO,38247,2022-10-03,Basic,Online,True,24
CUST000156,David,Miller,customer156@email.com,+1-226-647-1189,1987-07-06,M,Jacksonville,IL,43738,2020-07-25,Standard,Mobile App,True,38
CUST000157,David,Hernandez,customer157@email.com,+1-843-988-3507,2016-08-02,F,Dallas,PA,99760,2020-06-21,Basic,Online,True,9
CUST000158,Linda,Smith,customer158@email.com,+1-228-832-9907,1957-07-09,F,Houston,PA,45296,2022-05-20,Basic,In-Store,True,68
CUST000159,Barbara,Rodriguez,customer159@email.com,+1-280-785-7265,1979-05-16,M,Jacksonville,FL,28151,2021-09-15,Basic,Mobile App,True,46
CUST000160,Sarah,Jackson,customer160@email.com,+1-225-960-3138,2003-06-27,F,San Jose,CO,19561,2021-12-26,Standard,In-Store,True,22
CUST000161,William,Moore,customer161@email.com,+1-664-849-6867,1990-04-26,M,Austin,FL,27169,2022-06-01,Premium,Mobile App,False,35
CUST000162,Matthew,Jackson,customer162@email.com,+1-391-445-4633,1988-06-29,F,San Jose,NY,85435,2020-04-03,Standard,In-Store,True,37
CUST000163,Patricia,Jones,customer163@email.com,+1-504-398-9772,1973-02-02,F,Denver,WA,24450,2021-12-20,Standard,Online,True,52
CUST000164,Robert,Brown,customer164@email.com,+1-451-943-7194,1950-10-17,F,Dallas,AZ,49473,2023-10-01,Basic,Mobile App,True,75
CUST000165,Barbara,Johnson,customer165@email.com,+1-988-466-1847,1978-03-13,M,Houston,CO,67289,2023-05-29,Basic,Online,True,47
CUST000166,Robert,Thomas,customer166@email.com,+1-481-284-3355,1967-03-19,F,San Jose,MA,96080,2024-06-17,Basic,Online,True,58
CUST000167,Lisa,Lopez,customer167@email.com,+1-842-223-2694,2011-03-03,M,San Jose,AZ,58660,2022-01-18,Premium,Online,True,14
CUST000168,Christopher,Jones,customer168@email.com,+1-313-670-3010,2008-11-15,M,San Jose,AZ,10572,2024-08-08,Basic,Online,True,17
CUST000169,Mary,Jones,customer169@email.com,+1-309-345-5627,2016-03-13,M,Dallas,CA,34385,2022-04-03,Basic,Online,False,9
CUST000170,Daniel,Rodriguez,customer170@email.com,+1-468-384-2520,1978-11-10,F,Austin,IL,29312,2021-02-28,Basic,Online,True,47
CUST000171,Matthew,Lopez,customer171@email.com,+1-279-706-6921,1986-12-01,F,San Antonio,MA,35674,2021-09-13,Premium,In-Store,False,38
CUST000172,Daniel,Davis,customer172@email.com,+1-412-600-2649,1990-05-24,M,Los Angeles,CO,48365,2021-05-24,Premium,Mobile App,True,35
CUST000173,Emily,Davis,customer173@email.com,+1-702-222-7778,1955-03-09,F,Dallas,FL,74674,2024-03-17,Premium,Online,True,70
CUST000174,Jennifer,Rodriguez,customer174@email.com,+1-275-698-2250,2016-02-05,M,Houston,NY,70485,2020-07-02,Standard,Online,True,9
CUST000175,Jennifer,Martinez,customer175@email.com,+1-415-903-7879,1992-06-30,F,San Diego,IL,82103,2022-10-28,Standard,In-Store,True,33
CUST000176,Michael,Williams,customer176@email.com,+1-584-521-8387,1994-11-16,M,Denver,CA,97573,2020-04-09,Basic,In-Store,True,31
CUST000177,James,Wilson,customer177@email.com,+1-364-384-5894,2003-06-01,F,San Antonio,NY,10819,2023-07-05,Standard,Mobile App,True,22
CUST000178,John,Miller,customer178@email.com,+1-210-382-1515,1991-07-28,M,Seattle,CO,47601,2023-09-05,Standard,Online,True,34
CUST000179,Barbara,Williams,customer179@email.com,+1-320-551-6681,1994-11-03,F,Boston,WA,55205,2022-06-17,Standard,Mobile App,True,31
CUST000180,Jennifer,Hernandez,customer180@email.com,+1-695-828-9953,2013-10-04,M,San Antonio,AZ,74585,2021-03-05,Basic,In-Store,True,12
CUST000181,Jennifer,Taylor,customer181@email.com,+1-205-362-9548,1980-05-31,M,San Diego,CA,84348,2023-04-20,Basic,In-Store,True,45
CUST000182,John,Garcia,customer182@email.com,+1-959-460-2992,1980-11-19,M,New York,NY,70770,2020-10-27,Basic,Online,True,45
CUST000183,Michael,Taylor,customer183@email.com,+1-397-820-1484,1972-11-06,F,Phoenix,FL,27949,2020-02-03,Standard,Online,True,53
CUST000184,Jane,Brown,customer184@email.com,+1-748-223-9486,1964-03-31,F,Los Angeles,CA,58965,2024-01-14,Standard,Online,False,61
CUST000185,Jennifer,Martinez,customer185@email.com,+1-724-979-3496,1989-02-22,M,Los Angeles,NY,25232,2020-03-07,Basic,Online,True,36
CUST000186,Michael,Johnson,customer186@email.com,+1-421-573-2880,1956-11-27,F,Boston,CA,78124,2020-10-02,Standard,In-Store,True,69
CUST000187,Jane,Wilson,customer187@email.com,+1-422-230-6366,2002-08-20,F,New York,FL,48182,2021-12-16,Standard,Mobile App,True,23
CUST000188,James,Williams,customer188@email.com,+1-341-425-2367,2013-03-14,F,Phoenix,FL,95909,2022-12-19,Standard,In-Store,False,12
CUST000189,Michael,Johnson,customer189@email.com,+1-945-908-3073,1952-06-24,F,Los Angeles,MA,16807,2024-09-05,Premium,In-Store,True,73
CUST000190,Matthew,Hernandez,customer190@email.com,+1-474-480-8890,1971-08-23,M,Houston,PA,70156,2021-12-09,Basic,In-Store,True,54
