customer_id,first_name,last_name,email,phone,date_of_birth,gender,registration_date,city,state,zip_code,country,customer_segment,preferred_channel,marketing_consent
CUST000030,FirstName30,LastName30,customer30@email.com,555-1936,1964-07-01,Other,2023-05-04,Phoenix,AZ,30635,USA,Premium,Mobile App,True
CUST000031,FirstName31,LastName31,customer31@email.com,555-4044,1966-02-23,Other,2022-03-11,Los Angeles,TX,25713,USA,Budget,Online,True
CUST000032,FirstName32,LastName32,customer32@email.com,555-2343,1997-08-11,Other,2023-08-21,Phoenix,AZ,51467,USA,Regular,Online,False
CUST000033,FirstName33,LastName33,customer33@email.com,555-4910,1983-10-30,F,2022-05-15,Chicago,TX,51441,USA,Premium,Online,False
CUST000034,FirstName34,LastName34,customer34@email.com,555-2638,1966-07-28,Other,2022-08-07,Phoenix,IL,27361,USA,Regular,Online,True
CUST000035,FirstName35,LastName35,customer35@email.com,555-7054,1985-07-26,M,2023-03-25,Phoenix,IL,90173,USA,Budget,Mobile App,True
CUST000036,FirstName36,LastName36,customer36@email.com,555-5905,1969-04-17,M,2022-09-28,New York,NY,82512,USA,Premium,Store,False
CUST000037,FirstName37,LastName37,customer37@email.com,555-4450,1990-10-05,M,2023-12-05,Chicago,AZ,74032,USA,Regular,Online,True
CUST000038,FirstName38,LastName38,customer38@email.com,555-7939,1984-10-27,M,2022-01-04,Chicago,CA,93507,USA,Regular,Online,False
CUST000039,FirstName39,LastName39,customer39@email.com,555-8007,2010-04-27,M,2022-04-25,New York,CA,81511,USA,Premium,Store,True
CUST000040,FirstName40,LastName40,customer40@email.com,555-8041,1971-06-08,M,2022-11-12,Chicago,NY,56898,USA,Premium,Mobile App,True
CUST000041,FirstName41,LastName41,customer41@email.com,555-2684,1991-09-24,Other,2024-06-24,Houston,AZ,30257,USA,Premium,Online,True
CUST000042,FirstName42,LastName42,customer42@email.com,555-7755,1962-03-23,M,2024-01-25,Chicago,TX,97806,USA,Budget,Online,False
CUST000043,FirstName43,LastName43,customer43@email.com,555-3608,1969-09-12,F,2024-06-12,New York,TX,39154,USA,Premium,Store,False
CUST000044,FirstName44,LastName44,customer44@email.com,555-6000,1980-06-01,M,2022-01-25,Los Angeles,TX,53025,USA,Regular,Online,False
CUST000045,FirstName45,LastName45,customer45@email.com,555-6753,2005-09-13,F,2023-11-27,Phoenix,IL,13617,USA,Premium,Store,True
CUST000046,FirstName46,LastName46,customer46@email.com,555-5349,1963-06-07,M,2023-09-03,Houston,IL,51114,USA,Regular,Mobile App,True
CUST000047,FirstName47,LastName47,customer47@email.com,555-7311,2011-09-23,M,2022-09-18,New York,TX,10221,USA,Budget,Mobile App,True
CUST000048,FirstName48,LastName48,customer48@email.com,555-6967,1998-09-10,M,2024-08-29,Chicago,AZ,51145,USA,Budget,Online,False
CUST000049,FirstName49,LastName49,customer49@email.com,555-9308,1987-09-30,Other,2023-02-23,Chicago,TX,48752,USA,Budget,Online,True
CUST000050,FirstName50,LastName50,customer50@email.com,555-7888,1994-01-05,Other,2024-02-06,Los Angeles,AZ,84593,USA,Regular,Store,True
CUST000051,FirstName51,LastName51,customer51@email.com,555-5978,1985-09-27,M,2023-03-17,Phoenix,AZ,95813,USA,Regular,Store,False
CUST000052,FirstName52,LastName52,customer52@email.com,555-8244,1979-03-04,Other,2023-04-30,Los Angeles,NY,47196,USA,Budget,Mobile App,False
CUST000053,FirstName53,LastName53,customer53@email.com,555-2530,1981-01-26,Other,2022-11-14,Los Angeles,CA,29313,USA,Premium,Online,True
CUST000054,FirstName54,LastName54,customer54@email.com,555-8784,1966-07-14,F,2023-03-01,Phoenix,CA,60328,USA,Regular,Store,True
CUST000055,FirstName55,LastName55,customer55@email.com,555-3417,1960-06-30,M,2024-03-08,Houston,CA,33053,USA,Budget,Mobile App,False
CUST000056,FirstName56,LastName56,customer56@email.com,555-1822,2010-01-03,M,2024-07-28,New York,TX,27477,USA,Regular,Mobile App,False
CUST000057,FirstName57,LastName57,customer57@email.com,555-8251,2005-04-14,F,2024-04-30,Phoenix,TX,30861,USA,Budget,Store,False
CUST000058,FirstName58,LastName58,customer58@email.com,555-5246,1982-03-07,Other,2022-10-11,Phoenix,TX,92149,USA,Premium,Store,False
CUST000059,FirstName59,LastName59,customer59@email.com,555-2269,1985-08-19,M,2022-10-06,Chicago,IL,80798,USA,Premium,Online,True
CUST000060,FirstName60,LastName60,customer60@email.com,555-4788,1994-05-13,Other,2022-06-06,Los Angeles,NY,64377,USA,Regular,Store,False
CUST000061,FirstName61,LastName61,customer61@email.com,555-7812,1965-08-02,M,2024-05-02,Houston,TX,86556,USA,Budget,Online,False
CUST000062,FirstName62,LastName62,customer62@email.com,555-8814,1960-07-12,F,2022-11-02,Houston,TX,80545,USA,Budget,Mobile App,True
CUST000063,FirstName63,LastName63,customer63@email.com,555-8999,1979-09-08,F,2023-03-23,Houston,NY,60968,USA,Regular,Mobile App,False
CUST000064,FirstName64,LastName64,customer64@email.com,555-3704,2001-12-06,M,2023-09-30,Phoenix,NY,61645,USA,Budget,Mobile App,True
CUST000065,FirstName65,LastName65,customer65@email.com,555-2375,1998-06-14,M,2024-06-06,Houston,CA,16590,USA,Regular,Store,False
CUST000066,FirstName66,LastName66,customer66@email.com,555-4467,2000-10-16,F,2022-12-12,Houston,IL,65255,USA,Regular,Online,False
CUST000067,FirstName67,LastName67,customer67@email.com,555-1317,2008-05-23,M,2024-09-01,Chicago,CA,95215,USA,Premium,Mobile App,True
CUST000068,FirstName68,LastName68,customer68@email.com,555-1508,1982-03-08,M,2024-05-09,New York,AZ,29973,USA,Premium,Online,False
CUST000069,FirstName69,LastName69,customer69@email.com,555-2874,2010-08-06,M,2023-04-22,Chicago,IL,31992,USA,Budget,Mobile App,True
CUST000070,FirstName70,LastName70,customer70@email.com,555-3683,1987-11-27,M,2023-08-16,New York,IL,85470,USA,Budget,Store,False
CUST000071,FirstName71,LastName71,customer71@email.com,555-4249,1966-10-26,Other,2023-12-09,Los Angeles,NY,49529,USA,Budget,Mobile App,True
CUST000072,FirstName72,LastName72,customer72@email.com,555-1672,1991-02-24,Other,2023-03-15,Chicago,NY,76317,USA,Budget,Store,True
CUST000073,FirstName73,LastName73,customer73@email.com,555-7882,2003-12-23,M,2023-03-20,Chicago,TX,30052,USA,Regular,Online,False
CUST000074,FirstName74,LastName74,customer74@email.com,555-9817,2003-05-18,F,2023-03-23,Phoenix,IL,52245,USA,Premium,Online,False
CUST000075,FirstName75,LastName75,customer75@email.com,555-8385,1981-11-16,F,2023-08-07,Phoenix,TX,54092,USA,Premium,Store,False
CUST000076,FirstName76,LastName76,customer76@email.com,555-3979,2003-09-28,M,2022-12-30,Chicago,IL,46655,USA,Budget,Mobile App,False
CUST000077,FirstName77,LastName77,customer77@email.com,555-1166,2006-05-07,M,2022-03-29,Los Angeles,TX,74038,USA,Budget,Online,False
CUST000078,FirstName78,LastName78,customer78@email.com,555-9041,2000-03-16,M,2022-04-06,Chicago,CA,63005,USA,Budget,Online,False
CUST000079,FirstName79,LastName79,customer79@email.com,555-7046,2002-06-16,Other,2023-06-28,Chicago,TX,82140,USA,Regular,Store,False
CUST000080,FirstName80,LastName80,customer80@email.com,555-5438,1987-07-05,F,2022-08-25,New York,CA,51359,USA,Premium,Mobile App,True
CUST000081,FirstName81,LastName81,customer81@email.com,555-4138,1979-05-31,Other,2023-05-11,Chicago,AZ,78765,USA,Budget,Store,True
CUST000082,FirstName82,LastName82,customer82@email.com,555-4180,1986-07-30,M,2023-01-05,Los Angeles,IL,11854,USA,Budget,Mobile App,True
CUST000083,FirstName83,LastName83,customer83@email.com,555-5494,1964-01-31,M,2023-07-21,Chicago,CA,93606,USA,Regular,Online,True
CUST000084,FirstName84,LastName84,customer84@email.com,555-5658,2002-02-10,F,2023-03-28,Chicago,CA,16734,USA,Regular,Store,True
CUST000085,FirstName85,LastName85,customer85@email.com,555-2070,1995-12-13,F,2022-03-17,Phoenix,NY,29887,USA,Premium,Mobile App,False
CUST000086,FirstName86,LastName86,customer86@email.com,555-2395,1982-04-07,M,2023-07-26,Houston,AZ,88135,USA,Budget,Online,False
CUST000087,FirstName87,LastName87,customer87@email.com,555-8381,1999-09-20,F,2024-05-30,Phoenix,TX,50026,USA,Budget,Mobile App,True
CUST000088,FirstName88,LastName88,customer88@email.com,555-2625,1978-08-22,Other,2022-08-05,Chicago,NY,30585,USA,Premium,Online,True
CUST000089,FirstName89,LastName89,customer89@email.com,555-3564,1960-03-28,F,2023-04-07,Phoenix,TX,48175,USA,Premium,Online,False
CUST000090,FirstName90,LastName90,customer90@email.com,555-5632,2000-09-24,M,2023-12-05,Los Angeles,IL,91927,USA,Budget,Mobile App,True
CUST000091,FirstName91,LastName91,customer91@email.com,555-7965,1970-04-18,Other,2022-08-19,Los Angeles,IL,28643,USA,Premium,Online,True
CUST000092,FirstName92,LastName92,customer92@email.com,555-6039,2013-05-20,Other,2024-04-24,Phoenix,IL,67560,USA,Premium,Store,False
CUST000093,FirstName93,LastName93,customer93@email.com,555-7594,1984-06-03,Other,2023-07-07,Houston,TX,20543,USA,Budget,Online,False
CUST000094,FirstName94,LastName94,customer94@email.com,555-6280,2014-02-28,F,2022-01-27,New York,CA,98381,USA,Budget,Mobile App,True
CUST000095,FirstName95,LastName95,customer95@email.com,555-5415,2011-09-12,M,2024-02-21,Los Angeles,TX,78021,USA,Budget,Store,False
CUST000096,FirstName96,LastName96,customer96@email.com,555-3973,2012-07-06,F,2023-10-13,Houston,NY,71605,USA,Regular,Store,False
CUST000097,FirstName97,LastName97,customer97@email.com,555-6260,1969-05-20,M,2022-12-04,Houston,TX,47777,USA,Budget,Store,True
CUST000098,FirstName98,LastName98,customer98@email.com,555-8451,1967-11-25,F,2022-09-16,Chicago,NY,62976,USA,Budget,Online,False
CUST000099,FirstName99,LastName99,customer99@email.com,555-7770,1964-11-11,M,2023-06-15,Chicago,AZ,75338,USA,Budget,Store,True
CUST000100,FirstName100,LastName100,customer100@email.com,555-4335,1983-12-16,Other,2022-05-15,Chicago,TX,73532,USA,Premium,Online,True
CUST000101,FirstName101,LastName101,customer101@email.com,555-3594,1987-11-17,Other,2022-01-15,Phoenix,TX,22217,USA,Premium,Online,False
CUST000102,FirstName102,LastName102,customer102@email.com,555-2924,1973-10-24,F,2024-08-13,Chicago,AZ,45838,USA,Regular,Store,False
CUST000103,FirstName103,LastName103,customer103@email.com,555-4993,2000-12-23,Other,2022-05-29,Houston,CA,88561,USA,Budget,Mobile App,True
CUST000104,FirstName104,LastName104,customer104@email.com,555-2143,1984-10-13,F,2022-12-15,Phoenix,IL,10336,USA,Regular,Mobile App,False
CUST000105,FirstName105,LastName105,customer105@email.com,555-9022,1973-05-01,F,2023-07-06,Houston,IL,53573,USA,Budget,Mobile App,False
CUST000106,FirstName106,LastName106,customer106@email.com,555-8460,1988-11-13,M,2023-12-16,Los Angeles,AZ,60196,USA,Premium,Store,True
CUST000107,FirstName107,LastName107,customer107@email.com,555-6213,2002-06-07,Other,2024-07-24,Houston,TX,96991,USA,Budget,Online,False
CUST000108,FirstName108,LastName108,customer108@email.com,555-1606,1971-04-29,Other,2024-09-15,Phoenix,IL,23154,USA,Regular,Online,False
CUST000109,FirstName109,LastName109,customer109@email.com,555-1251,1972-12-06,F,2024-06-10,Los Angeles,NY,71537,USA,Regular,Store,False
CUST000110,FirstName110,LastName110,customer110@email.com,555-2315,1989-06-23,Other,2024-05-29,Phoenix,TX,51505,USA,Budget,Mobile App,False
CUST000111,FirstName111,LastName111,customer111@email.com,555-9864,1963-03-22,Other,2022-03-12,Los Angeles,IL,39817,USA,Budget,Online,False
CUST000112,FirstName112,LastName112,customer112@email.com,555-2612,1969-01-06,F,2022-06-20,Chicago,NY,16028,USA,Regular,Online,False
CUST000113,FirstName113,LastName113,customer113@email.com,555-6873,1993-08-17,F,2022-05-30,Los Angeles,AZ,64008,USA,Budget,Mobile App,True
CUST000114,FirstName114,LastName114,customer114@email.com,555-3785,1975-09-15,M,2023-09-17,Houston,AZ,99539,USA,Premium,Store,True
CUST000115,FirstName115,LastName115,customer115@email.com,555-4804,2001-05-15,Other,2022-09-18,Houston,IL,97404,USA,Premium,Store,False
CUST000116,FirstName116,LastName116,customer116@email.com,555-9955,1974-03-04,M,2023-03-29,Chicago,AZ,49210,USA,Budget,Store,False
CUST000117,FirstName117,LastName117,customer117@email.com,555-8484,1987-02-07,M,2023-01-29,Houston,NY,41091,USA,Regular,Mobile App,False
CUST000118,FirstName118,LastName118,customer118@email.com,555-5847,1986-06-27,M,2024-04-29,Houston,IL,11061,USA,Budget,Mobile App,True
CUST000119,FirstName119,LastName119,customer119@email.com,555-9138,1985-09-04,M,2023-09-14,Chicago,CA,93442,USA,Premium,Mobile App,False
CUST000120,FirstName120,LastName120,customer120@email.com,555-3240,1968-09-18,Other,2023-10-24,New York,IL,67779,USA,Premium,Mobile App,False
CUST000121,FirstName121,LastName121,customer121@email.com,555-3153,1968-02-01,F,2022-12-01,Houston,CA,36318,USA,Premium,Mobile App,False
CUST000122,FirstName122,LastName122,customer122@email.com,555-9697,2005-01-06,F,2024-04-30,Los Angeles,IL,73156,USA,Regular,Mobile App,False
CUST000123,FirstName123,LastName123,customer123@email.com,555-2886,2002-01-06,M,2022-05-25,Los Angeles,TX,83048,USA,Regular,Online,False
CUST000124,FirstName124,LastName124,customer124@email.com,555-1228,1983-09-22,Other,2022-05-07,Houston,IL,98188,USA,Budget,Mobile App,False
CUST000125,FirstName125,LastName125,customer125@email.com,555-7242,1993-04-29,M,2023-11-23,Los Angeles,TX,13280,USA,Budget,Mobile App,False
CUST000126,FirstName126,LastName126,customer126@email.com,555-4626,1965-09-02,Other,2024-04-23,Houston,IL,95097,USA,Regular,Online,True
CUST000127,FirstName127,LastName127,customer127@email.com,555-1742,1963-05-04,F,2023-05-20,New York,NY,40775,USA,Budget,Online,False
CUST000128,FirstName128,LastName128,customer128@email.com,555-8432,1993-04-14,Other,2024-08-30,Phoenix,TX,86983,USA,Budget,Mobile App,True
CUST000129,FirstName129,LastName129,customer129@email.com,555-7797,1968-11-18,F,2023-09-23,Houston,IL,14288,USA,Budget,Store,True
CUST000130,FirstName130,LastName130,customer130@email.com,555-8264,1999-11-23,M,2024-05-25,Chicago,NY,99873,USA,Regular,Mobile App,False
CUST000131,FirstName131,LastName131,customer131@email.com,555-1992,1995-09-20,F,2022-07-14,New York,TX,22015,USA,Budget,Online,True
CUST000132,FirstName132,LastName132,customer132@email.com,555-1828,1989-12-02,M,2022-05-09,Phoenix,CA,18992,USA,Budget,Online,True
CUST000133,FirstName133,LastName133,customer133@email.com,555-4817,1989-06-23,M,2024-03-18,Phoenix,NY,46342,USA,Premium,Online,False
CUST000134,FirstName134,LastName134,customer134@email.com,555-3858,1969-11-11,Other,2024-06-06,New York,CA,11947,USA,Regular,Online,False
CUST000135,FirstName135,LastName135,customer135@email.com,555-1258,1975-08-19,F,2022-02-23,Los Angeles,TX,78955,USA,Premium,Mobile App,True
CUST000136,FirstName136,LastName136,customer136@email.com,555-8802,2000-03-20,F,2023-06-10,Phoenix,NY,69245,USA,Budget,Online,True
CUST000137,FirstName137,LastName137,customer137@email.com,555-9543,1987-01-22,F,2023-10-21,New York,NY,72781,USA,Regular,Store,True
CUST000138,FirstName138,LastName138,customer138@email.com,555-9032,1999-10-17,M,2024-07-09,New York,IL,89730,USA,Premium,Online,True
CUST000139,FirstName139,LastName139,customer139@email.com,555-5505,2012-07-07,Other,2023-12-31,Chicago,TX,88301,USA,Budget,Store,False
CUST000140,FirstName140,LastName140,customer140@email.com,555-9282,2014-04-25,F,2022-04-12,New York,AZ,38183,USA,Regular,Store,True
CUST000141,FirstName141,LastName141,customer141@email.com,555-7779,1990-05-29,F,2023-02-13,Houston,NY,50966,USA,Regular,Store,False
CUST000142,FirstName142,LastName142,customer142@email.com,555-7132,1973-09-10,Other,2024-08-03,Houston,NY,21957,USA,Premium,Online,False
CUST000143,FirstName143,LastName143,customer143@email.com,555-2582,1993-06-06,M,2023-07-24,New York,AZ,83608,USA,Budget,Store,True
CUST000144,FirstName144,LastName144,customer144@email.com,555-7730,1991-09-21,Other,2024-08-21,Houston,NY,47700,USA,Budget,Store,False
CUST000145,FirstName145,LastName145,customer145@email.com,555-2697,2011-11-06,Other,2022-08-06,Los Angeles,TX,39392,USA,Premium,Store,False
CUST000146,FirstName146,LastName146,customer146@email.com,555-2882,1984-12-28,Other,2022-08-20,Houston,AZ,91490,USA,Budget,Mobile App,True
CUST000147,FirstName147,LastName147,customer147@email.com,555-5381,1962-08-06,M,2022-10-07,Chicago,IL,56009,USA,Premium,Online,True
CUST000148,FirstName148,LastName148,customer148@email.com,555-7566,1966-03-30,M,2024-01-29,New York,NY,79531,USA,Premium,Store,False
CUST000149,FirstName149,LastName149,customer149@email.com,555-8432,1990-08-01,M,2023-01-14,Chicago,IL,84395,USA,Budget,Online,True
CUST000150,FirstName150,LastName150,customer150@email.com,555-3549,1974-02-14,Other,2022-02-20,New York,IL,68079,USA,Budget,Store,False
CUST000151,FirstName151,LastName151,customer151@email.com,555-8242,1997-02-26,F,2022-08-09,Phoenix,NY,55242,USA,Regular,Online,False
CUST000152,FirstName152,LastName152,customer152@email.com,555-8972,2007-04-10,Other,2022-11-12,New York,CA,61807,USA,Budget,Online,True
CUST000153,FirstName153,LastName153,customer153@email.com,555-4349,1987-01-15,M,2024-02-25,Los Angeles,IL,47938,USA,Regular,Online,True
CUST000154,FirstName154,LastName154,customer154@email.com,555-9149,1998-08-20,M,2022-05-13,Houston,AZ,40161,USA,Budget,Mobile App,False
CUST000155,FirstName155,LastName155,customer155@email.com,555-2180,1995-08-16,Other,2022-02-13,Houston,NY,70260,USA,Premium,Store,False
CUST000156,FirstName156,LastName156,customer156@email.com,555-7626,1997-06-21,F,2022-04-28,Houston,NY,52568,USA,Premium,Mobile App,False
CUST000157,FirstName157,LastName157,customer157@email.com,555-6928,1967-11-27,F,2024-05-14,New York,CA,67104,USA,Budget,Store,True
CUST000158,FirstName158,LastName158,customer158@email.com,555-7484,1987-11-02,Other,2022-12-14,Los Angeles,IL,32037,USA,Premium,Mobile App,True
CUST000159,FirstName159,LastName159,customer159@email.com,555-9693,2005-10-01,M,2024-07-16,Chicago,IL,94599,USA,Premium,Online,True
CUST000160,FirstName160,LastName160,customer160@email.com,555-3399,1982-12-18,M,2022-06-27,Phoenix,CA,95918,USA,Premium,Online,False
CUST000161,FirstName161,LastName161,customer161@email.com,555-8601,2010-07-29,Other,2023-04-05,Phoenix,AZ,52363,USA,Budget,Store,True
CUST000162,FirstName162,LastName162,customer162@email.com,555-8205,1966-02-15,F,2023-03-29,Chicago,IL,87518,USA,Premium,Store,True
CUST000163,FirstName163,LastName163,customer163@email.com,555-6085,2001-06-04,F,2022-02-08,New York,IL,47627,USA,Premium,Mobile App,True
CUST000164,FirstName164,LastName164,customer164@email.com,555-9307,1994-06-29,F,2023-08-18,Phoenix,NY,68947,USA,Budget,Mobile App,True
CUST000165,FirstName165,LastName165,customer165@email.com,555-6267,2014-04-11,F,2023-05-29,Los Angeles,NY,69050,USA,Premium,Store,True
CUST000166,FirstName166,LastName166,customer166@email.com,555-9266,1975-06-25,M,2022-09-11,Houston,TX,78690,USA,Budget,Mobile App,True
CUST000167,FirstName167,LastName167,customer167@email.com,555-6962,1993-06-13,F,2023-02-01,Houston,IL,98984,USA,Budget,Online,False
CUST000168,FirstName168,LastName168,customer168@email.com,555-2079,1989-07-30,M,2023-07-26,Houston,IL,43029,USA,Budget,Mobile App,True
CUST000169,FirstName169,LastName169,customer169@email.com,555-6461,1967-04-24,Other,2023-11-11,Los Angeles,IL,50662,USA,Budget,Mobile App,False
CUST000170,FirstName170,LastName170,customer170@email.com,555-3112,2013-05-20,Other,2024-08-18,New York,IL,83259,USA,Regular,Mobile App,False
CUST000171,FirstName171,LastName171,customer171@email.com,555-3093,2007-03-23,M,2023-10-24,Houston,AZ,57425,USA,Premium,Store,False
CUST000172,FirstName172,LastName172,customer172@email.com,555-3953,1979-03-20,F,2024-08-28,Houston,CA,39693,USA,Premium,Online,True
CUST000173,FirstName173,LastName173,customer173@email.com,555-5846,1969-01-27,Other,2024-02-29,Phoenix,AZ,14947,USA,Budget,Store,True
CUST000174,FirstName174,LastName174,customer174@email.com,555-7172,1973-11-02,M,2022-07-05,Phoenix,CA,67366,USA,Premium,Store,False
CUST000175,FirstName175,LastName175,customer175@email.com,555-4891,1999-11-07,Other,2022-10-19,Houston,CA,79993,USA,Premium,Store,False
CUST000176,FirstName176,LastName176,customer176@email.com,555-4178,1992-12-31,Other,2024-08-27,Phoenix,TX,70513,USA,Regular,Store,False
CUST000177,FirstName177,LastName177,customer177@email.com,555-3655,1977-11-30,Other,2022-05-22,Chicago,NY,94040,USA,Regular,Store,True
CUST000178,FirstName178,LastName178,customer178@email.com,555-9452,1971-03-09,F,2022-03-27,Los Angeles,IL,68893,USA,Budget,Online,False
CUST000179,FirstName179,LastName179,customer179@email.com,555-2502,1979-12-02,F,2024-06-24,Chicago,NY,64381,USA,Premium,Store,False
CUST000180,FirstName180,LastName180,customer180@email.com,555-4862,1994-08-23,M,2023-01-19,Los Angeles,NY,51770,USA,Premium,Mobile App,False
CUST000181,FirstName181,LastName181,customer181@email.com,555-3392,1972-05-05,M,2022-10-21,Houston,CA,71487,USA,Regular,Mobile App,True
CUST000182,FirstName182,LastName182,customer182@email.com,555-2298,1961-09-14,F,2022-08-09,Los Angeles,AZ,89807,USA,Budget,Store,True
CUST000183,FirstName183,LastName183,customer183@email.com,555-5720,1981-04-26,F,2022-05-05,New York,CA,65027,USA,Budget,Mobile App,False
CUST000184,FirstName184,LastName184,customer184@email.com,555-2029,1969-12-11,F,2023-09-04,Phoenix,NY,92831,USA,Budget,Mobile App,True
CUST000185,FirstName185,LastName185,customer185@email.com,555-3352,1986-02-17,F,2022-01-02,Phoenix,IL,41531,USA,Budget,Store,True
CUST000186,FirstName186,LastName186,customer186@email.com,555-2402,2006-12-18,F,2022-03-11,Phoenix,AZ,76496,USA,Budget,Mobile App,True
CUST000187,FirstName187,LastName187,customer187@email.com,555-7397,2002-03-06,M,2023-10-13,Houston,IL,43246,USA,Budget,Online,False
CUST000188,FirstName188,LastName188,customer188@email.com,555-2106,1990-12-07,M,2024-01-21,New York,AZ,53583,USA,Premium,Online,False
CUST000189,FirstName189,LastName189,customer189@email.com,555-9945,1990-05-16,Other,2022-06-29,Houston,TX,92802,USA,Premium,Online,True
CUST000190,FirstName190,LastName190,customer190@email.com,555-8498,1963-04-26,F,2022-07-26,New York,CA,15492,USA,Regular,Store,False
CUST000191,FirstName191,LastName191,customer191@email.com,555-9897,2002-06-21,F,2022-02-07,Los Angeles,IL,56789,USA,Premium,Mobile App,False
CUST000192,FirstName192,LastName192,customer192@email.com,555-5476,1971-03-02,F,2023-03-24,Houston,TX,60678,USA,Regular,Online,False
CUST000193,FirstName193,LastName193,customer193@email.com,555-9151,1992-12-15,Other,2022-10-01,New York,TX,20345,USA,Regular,Mobile App,True
CUST000194,FirstName194,LastName194,customer194@email.com,555-9937,1986-05-10,F,2022-04-16,New York,IL,96628,USA,Regular,Store,False
CUST000195,FirstName195,LastName195,customer195@email.com,555-7981,1974-12-13,Other,2023-03-31,Chicago,TX,15551,USA,Budget,Store,False
CUST000196,FirstName196,LastName196,customer196@email.com,555-5498,1965-02-22,M,2023-11-19,Houston,IL,77251,USA,Budget,Mobile App,True
CUST000197,FirstName197,LastName197,customer197@email.com,555-1510,1972-10-22,Other,2023-11-26,Houston,NY,26545,USA,Premium,Online,False
